Наименование	Штрихкод
Допамин концентрат д/приг.р-ра д/инфузий 40мг/мл 5мл амп.N10 Биохимик ОАО/ПАО/АО РОССИЯ	4602509014586
Дроперидол р-р д/инъекций 2,5мг/мл 5мл фл.N5 Московский эндокринный завод ФГУП РОССИЯ	4602676004878
Дротаверин раствор для инъекций 20 мг/мл ОАО БИОХИМИК РОССИЯ	4602509008226
Дюфалак сироп 667 мг/мл АО ВЕРОФАРМ РОССИЯ	4620011582652
Золадекс имплантат 10.8 мг АСТРАЗЕНЕКА ЮК ЛТД. Великобритания	5000456022521
Изокет концентрат д/приг.р-ра д/инф.1мг/мл 10мл N10 ЕВЕР Фарма Йена ГмбХ ГЕРМАНИЯ	5450557011519
Индометацин 100 Берлин-Хеми суппозитории ректальные 100 мг БЕРЛИН-ХЕМИ АГ ГЕРМАНИЯ	4013054027851
Инокаин 0,4% флакон 5мл  глазные капли (в усл) (пк)		
Инокаин капли глазные 4 мг/мл СЕНТИСС ФАРМА ПВТ. ЛТД. ИНДИЯ	18901236003409
Йод раствор для наружного применения 50 мг/мл АО ПФК ОБНОВЛЕНИЕ РОССИЯ	4603988018867
Календулы настойка настойка ~ ОАО ФЛОРА КАВКАЗА РОССИЯ	4606367001429
Калия перманганат порошок для приготовления раствора для местного и наружного применения ~ АО ПФК ОБНОВЛЕНИЕ РОССИЯ	4603988013206
Калия хлорид буфус концентрат д/приг.р-ра д/инфузий 40мг/мл 10мл N10 Обновление ПКФ ЗАО/АО РОССИЯ	4603988009346
Канефрон Н таблетки, покрытые оболочкой 18 мг+18 мг+18 мг Роттендорф Фарма ГмбХ ГЕРМАНИЯ	4029799125554
Капотен таблетки 25мг N56 Акрихин ХФК АО/ОАО РОССИЯ	4601969001082
Капотен таблетки 25мг №40 Акрихин ХФК АО/ОАО РОССИЯ	4601969000580
Катеджель с лидокаином гель для местного применения 20 мг+0.5 мг/г №5 ФАРМАЦОЙТИШЕ ФАБРИК МОНТАВИТ ГЕЗЕЛЬШАФТ М.Б.Х. АВСТРИЯ	9001505000350
Катеджель с лидокаином гель для местного применения 20 мг+0.5 мг/г ФАРМАЦОЙТИШЕ ФАБРИК МОНТАВИТ ГЕЗЕЛЬШАФТ М.Б.Х. АВСТРИЯ	9001505001470
Кетамин р-р в/в, в/м 50мг/мл 2мл амп.N5 Московский эндокринный завод ФГУП РОССИЯ	4602676003949
Кеторолак раствор для внутривенного и внутримышечного введения 30 мг/мл ПАО БИОХИМИК РОССИЯ	4602509019420
Клексан р-р д/инъекций 10тыс.анти-Ха МЕ/мл 0,6мл шпр.с устр.защ.иглы N10 Фармстандарт-УфаВИТА ОАО РОССИЯ	4601808013863
Клексан раствор для инъекций 10000 анти-ха ед/мл ОАО ФАРМСТАНДАРТ-УФАВИТА РОССИЯ	4601808013856
Клексан раствор для инъекций 10000 анти-ха ед/мл ОАО ФАРМСТАНДАРТ-УФАВИТА РОССИЯ	4601808014242
Клопидогрел таблетки п/пл/о 75мг N28 Татхимфармпрепараты АО/ОАО РОССИЯ	4604060002477
Клопидогрел-ТАД таблетки п/пл/о 75мг N28 Юникем Лабораториз Лимитед ИНДИЯ	3838989655341
Конвулекс раствор для внутривенного введения 100 мг/мл Г.Л. ФАРМА ГМБХ АВСТРИЯ	4607013581319
Кордиамин раствор для инъекций 250 мг/мл ОАО ДАЛЬХИМФАРМ РОССИЯ	4602824000264
Кортексин лиоф д/приг.р-ра д/в/м введения 10мг/22мг фл.N10 Герофарм ООО РОССИЯ	4607008360011
Креон 10000 капсулы кш/раств.10000ЕД N20 Верофарм АО РОССИЯ	4620011583604
Креон 10000 капсулы кш/раств.10000ЕД N20 Эбботт Лэбораториз ГмбХ ГЕРМАНИЯ	8002660019400
Креон 10000 капсулы кш/раств.10000ЕД №20 Эбботт Лэбораториз ГмбХ ГЕРМАНИЯ		
Ксарелто таблетки п/пл/о 15мг №28 Байер АГ ГЕРМАНИЯ	4008500017517
Ксилен капли назальные 1 мг/мл ООО ВЕРОФАРМ РОССИЯ	4605095011724
Левомеколь мазь для наружного применения 40 мг+7.5 мг/г АО НИЖФАРМ РОССИЯ	4601026006845
Левофлоксацин раствор для инфузий 5 мг/мл ПАО КРАСФАРМА РОССИЯ	4602521011341
Левофлоксацин-Тева таблетки п/пл/о 500мг N14 Тева Фармацевтические Предприятия Лтд. Израиль	7290102065394
